Timestamp,Open,High,Low,Close,Volume,Adjusted
2007-01-03,3.0817859172821045,3.0921430587768555,2.924999952316284,2.992856979370117,1238319600,2.5246167182922363
2007-01-04,3.00178599357605,3.069643020629883,2.9935710430145264,3.059286117553711,847260400,2.5806524753570557
2007-01-05,3.063214063644409,3.078571081161499,3.0142860412597656,3.0374999046325684,834741600,2.5622739791870117
2007-01-08,3.069999933242798,3.0903570652008057,3.0457139015197754,3.052500009536743,797106800,2.5749289989471436
2007-01-09,3.0875000953674316,3.320713996887207,3.0410709381103516,3.3060710430145264,3349298400,2.7888271808624268
2007-01-10,3.3839290142059326,3.492856979370117,3.3375000953674316,3.4642860889434814,2952880000,2.922288179397583
2007-01-11,3.426429033279419,3.4564290046691895,3.3964290618896484,3.421428918838501,1440252800,2.886136770248413
2007-01-12,3.378213882446289,3.3949999809265137,3.3296430110931396,3.379286050796509,1312690400,2.8505868911743164
2007-01-16,3.4171431064605713,3.4732139110565186,3.4089291095733643,3.4678568840026855,1244076400,2.9253010749816895
2007-01-17,3.484286069869995,3.4857139587402344,3.3864290714263916,3.391071081161499,1646260000,2.8605289459228516
2007-01-18,3.289285898208618,3.2896430492401123,3.180356979370117,3.1810710430145264,2364605600,2.6833837032318115
2007-01-19,3.1653571128845215,3.2017860412597656,3.1471428871154785,3.1607139110565186,1364473600,2.6662113666534424
2007-01-22,3.1835711002349854,3.184286117553711,3.058928966522217,3.0996429920196533,1454026000,2.6146950721740723
2007-01-23,3.061785936355591,3.125356912612915,3.053929090499878,3.06071400642395,1207424400,2.5818567276000977
2007-01-24,3.0957140922546387,3.112499952316284,3.0742859840393066,3.0964291095733643,927813600,2.6119847297668457
2007-01-25,3.1110711097717285,3.1607139110565186,3.072499990463257,3.080357074737549,905973600,2.598426342010498
2007-01-26,3.1110711097717285,3.120357036590576,3.0353569984436035,3.049285888671875,986874000,2.572216749191284
2007-01-29,3.0821430683135986,3.0946431159973145,3.054642915725708,3.0692861080169678,901664400,2.5890872478485107
2007-01-30,3.0867860317230225,3.0889289379119873,3.044642925262451,3.055356979370117,577970400,2.5773377418518066
2007-01-31,3.0307140350341797,3.0714290142059326,3.012500047683716,3.061785936355591,856069200,2.582760810852051
2007-02-01,3.0796430110931396,3.081070899963379,3.0264289379119873,3.0264289379119873,664342000,2.5529356002807617
2007-02-02,3.004286050796509,3.044642925262451,2.989285945892334,3.0267860889434814,621530000,2.5532360076904297
2007-02-05,3.010714054107666,3.043929100036621,2.997857093811035,2.997857093811035,578852400,2.528834104537964
2007-02-06,3.016071081161499,3.0167860984802246,2.9592859745025635,3.005357027053833,864393600,2.535160779953003
2007-02-07,3.0171430110931396,3.0850000381469727,2.983928918838501,3.0767860412597656,1066825200,2.59541392326355
2007-02-08,3.0510709285736084,3.0896430015563965,3.0503571033477783,3.07785701751709,679030800,2.5963168144226074
2007-02-09,3.067142963409424,3.078571081161499,2.9717860221862793,2.973928928375244,860540800,2.5086493492126465
2007-02-12,3.01535701751709,3.0421431064605713,2.986785888671875,3.0314290523529053,724071600,2.5571532249450684
2007-02-13,3.041429042816162,3.0460710525512695,3.010714054107666,3.0250000953674316,580986000,2.5517303943634033
2007-02-14,3.0225000381469727,3.0585711002349854,3.0203568935394287,3.046428918838501,507981600,2.569807291030884
2007-02-15,3.051429033279419,3.057857036590576,3.0278570652008057,3.0432140827178955,363661200,2.567094564437866
2007-02-16,3.044642925262451,3.0503571033477783,3.023571014404297,3.0296430587768555,399868000,2.5556461811065674
2007-02-20,3.023214101791382,3.0771429538726807,3.005713939666748,3.067857027053833,617702400,2.5878818035125732
2007-02-21,3.070713996887207,3.196070909500122,3.069999933242798,3.18571400642395,1155313600,2.687299966812134
2007-02-22,3.242856979370117,3.2432138919830322,3.1617860794067383,3.1967859268188477,838224800,2.6966397762298584
2007-02-23,3.184286117553711,3.226428985595703,3.1732139587402344,3.1810710430145264,517893600,2.6833837032318115
2007-02-26,3.208570957183838,3.2142860889434814,3.1289288997650146,3.1610710620880127,615848800,2.666513204574585
2007-02-27,3.0821430683135986,3.109999895095825,2.978929042816162,2.997499942779541,1145813200,2.5285322666168213
2007-02-28,2.9642860889434814,3.057142972946167,2.9642860889434814,3.0217859745025635,919475200,2.549018621444702
2007-03-01,3.001070976257324,3.1539289951324463,2.9910709857940674,3.109286069869995,1415528800,2.622830390930176
2007-03-02,3.098928928375244,3.1264290809631348,3.0432140827178955,3.0503571033477783,860000400,2.5731201171875
2007-03-05,3.067500114440918,3.1660709381103516,3.062856912612915,3.0828568935394287,838899600,2.6005356311798096
2007-03-06,3.135714054107666,3.1539289951324463,3.121428966522217,3.1496429443359375,723186800,2.6568727493286133
2007-03-07,3.1446430683135986,3.177500009536743,3.12321400642395,3.132857084274292,626284400,2.6427125930786133
2007-03-08,3.163928985595703,3.1685709953308105,3.1235709190368652,3.142857074737549,511011200,2.6511476039886475
2007-03-09,3.171428918838501,3.1732139587402344,3.121428966522217,3.1417860984802246,451836000,2.6502442359924316
